学校,政治,英语,数学,专业
西北农林科技大学,(101)思想政治理论,(202)俄语,(302)数学二,(842)数据结构和C语言
陕西师范大学,(101)思想政治理论,(204)英语二,(302)数学二,(856)数据结构与程序设计
陕西师范大学,(101)思想政治理论,(204)英语二,(302)数学二,(856)数据结构与程序设计
兰州大学,(101)思想政治理论,(204)英语二,(302)数学二,(806)计算机专业基础
兰州大学,(101)思想政治理论,(204)英语二,(302)数学二,(806)计算机专业基础
青海大学,(101)思想政治理论,(201)英语一,(302)数学二,(408)计算机学科专业基础综合
宁夏大学,(101)思想政治理论,(204)英语二,(302)数学二,(845)C语言程序设计与数据结构
宁夏大学,(101)思想政治理论,(204)英语二,(302)数学二,(845)C语言程序设计与数据结构
宁夏大学,(101)思想政治理论,(204)英语二,(302)数学二,(845)C语言程序设计与数据结构
宁夏大学,(101)思想政治理论,(204)英语二,(302)数学二,(845)C语言程序设计与数据结构
宁夏大学,(101)思想政治理论,(204)英语二,(302)数学二,(845)C语言程序设计与数据结构
新疆大学,(101)思想政治理论,(202)俄语,(302)数学二,(834)数据结构与软件工程
新疆大学,(101)思想政治理论,(204)英语二,(302)数学二,(829)数据结构
学校,政治,英语,数学,专业
