大学,考试方式,学院,专业,研究方向,网址
北京大学,统考,(017)软件与微电子学院,(085212)(专业学位)软件工程,(01)智能化软件工程,"<ahref=""/zsml/kskm.jsp?id=1000121017085212011""target=""_blank"">查看</a>"
北京大学,统考,(017)软件与微电子学院,(085211)(专业学位)计算机技术,(01)大数据技术与应用,"<ahref=""/zsml/kskm.jsp?id=1000121017085211011""target=""_blank"">查看</a>"
北京大学,统考,(017)软件与微电子学院,(085211)(专业学位)计算机技术,(02)智能计算,"<ahref=""/zsml/kskm.jsp?id=1000121017085211021""target=""_blank"">查看</a>"
北京大学,统考,(017)软件与微电子学院,(085211)(专业学位)计算机技术,(03)云计算与服务工程,"<ahref=""/zsml/kskm.jsp?id=1000121017085211031""target=""_blank"">查看</a>"
北京大学,统考,(017)软件与微电子学院,(085211)(专业学位)计算机技术,(04)网络与系统安全,"<ahref=""/zsml/kskm.jsp?id=1000121017085211041""target=""_blank"">查看</a>"
北京大学,统考,(017)软件与微电子学院,(085211)(专业学位)计算机技术,(05)大数据与云安全,"<ahref=""/zsml/kskm.jsp?id=1000121017085211051""target=""_blank"">查看</a>"
北京大学,统考,(017)软件与微电子学院,(085211)(专业学位)计算机技术,(06)增强与虚拟现实,"<ahref=""/zsml/kskm.jsp?id=1000121017085211061""target=""_blank"">查看</a>"
北京大学,统考,(017)软件与微电子学院,(085211)(专业学位)计算机技术,(07)自然语言处理,"<ahref=""/zsml/kskm.jsp?id=1000121017085211071""target=""_blank"">查看</a>"
北京大学,统考,(017)软件与微电子学院,(085211)(专业学位)计算机技术,(08)智能系统与物联网,"<ahref=""/zsml/kskm.jsp?id=1000121017085211081""target=""_blank"">查看</a>"
北京大学,统考,(017)软件与微电子学院,(085211)(专业学位)计算机技术,(09)金融科技,"<ahref=""/zsml/kskm.jsp?id=1000121017085211091""target=""_blank"">查看</a>"
北京大学,统考,(017)软件与微电子学院,(085211)(专业学位)计算机技术,(10)创新与创业投资管理,"<ahref=""/zsml/kskm.jsp?id=1000121017085211101""target=""_blank"">查看</a>"
北京大学,统考,(017)软件与微电子学院,(085211)(专业学位)计算机技术,(11)计算机辅助翻译,"<ahref=""/zsml/kskm.jsp?id=1000121017085211111""target=""_blank"">查看</a>"
中国人民大学,统考,(159)信息学院（专业学位）,(085212)(专业学位)软件工程,(01)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1000221159085212011""target=""_blank"">查看</a>"
清华大学,统考,(410)软件学院,(085212)(专业学位)软件工程,(01)软件工程,"<ahref=""/zsml/kskm.jsp?id=1000321410085212011""target=""_blank"">查看</a>"
清华大学,统考,(024)计算机科学与技术系,(085211)(专业学位)计算机技术,(01)计算机技术,"<ahref=""/zsml/kskm.jsp?id=1000321024085211011""target=""_blank"">查看</a>"
北京交通大学,统考,(010)软件学院,(085212)(专业学位)软件工程,(01)云计算与大数据,"<ahref=""/zsml/kskm.jsp?id=1000421010085212011""target=""_blank"">查看</a>"
北京交通大学,统考,(010)软件学院,(085212)(专业学位)软件工程,(02)人工智能,"<ahref=""/zsml/kskm.jsp?id=1000421010085212021""target=""_blank"">查看</a>"
北京交通大学,统考,(010)软件学院,(085212)(专业学位)软件工程,(03)嵌入式开发技术,"<ahref=""/zsml/kskm.jsp?id=1000421010085212031""target=""_blank"">查看</a>"
北京交通大学,统考,(002)计算机与信息技术学院,(085211)(专业学位)计算机技术,(01)机器学习与认知计算,"<ahref=""/zsml/kskm.jsp?id=1000421002085211011""target=""_blank"">查看</a>"
北京交通大学,统考,(002)计算机与信息技术学院,(085211)(专业学位)计算机技术,(02)数据与知识工程,"<ahref=""/zsml/kskm.jsp?id=1000421002085211021""target=""_blank"">查看</a>"
北京交通大学,统考,(002)计算机与信息技术学院,(085211)(专业学位)计算机技术,(03)高性能计算,"<ahref=""/zsml/kskm.jsp?id=1000421002085211031""target=""_blank"">查看</a>"
北京交通大学,统考,(002)计算机与信息技术学院,(085211)(专业学位)计算机技术,(04)移动与互联网络,"<ahref=""/zsml/kskm.jsp?id=1000421002085211041""target=""_blank"">查看</a>"
北京交通大学,统考,(002)计算机与信息技术学院,(085211)(专业学位)计算机技术,(05)轨道交通信息技术,"<ahref=""/zsml/kskm.jsp?id=1000421002085211051""target=""_blank"">查看</a>"
北京交通大学,统考,(002)计算机与信息技术学院,(085211)(专业学位)计算机技术,(06)计算机安全,"<ahref=""/zsml/kskm.jsp?id=1000421002085211061""target=""_blank"">查看</a>"
北京交通大学,统考,(002)计算机与信息技术学院,(085211)(专业学位)计算机技术,(07)医学信息处理,"<ahref=""/zsml/kskm.jsp?id=1000421002085211071""target=""_blank"">查看</a>"
北京交通大学,统考,(002)计算机与信息技术学院,(085211)(专业学位)计算机技术,(08)人工智能及应用,"<ahref=""/zsml/kskm.jsp?id=1000421002085211081""target=""_blank"">查看</a>"
北京工业大学,统考,(061)信息学部,(085212)(专业学位)软件工程,(01)物联网软件与系统,"<ahref=""/zsml/kskm.jsp?id=1000521061085212011""target=""_blank"">查看</a>"
北京工业大学,统考,(061)信息学部,(085212)(专业学位)软件工程,(02)软件工程技术与网络安全,"<ahref=""/zsml/kskm.jsp?id=1000521061085212021""target=""_blank"">查看</a>"
北京工业大学,统考,(061)信息学部,(085212)(专业学位)软件工程,(03)智能媒体技术与应用,"<ahref=""/zsml/kskm.jsp?id=1000521061085212031""target=""_blank"">查看</a>"
北京工业大学,统考,(061)信息学部,(085212)(专业学位)软件工程,(04)嵌入式软件与系统,"<ahref=""/zsml/kskm.jsp?id=1000521061085212041""target=""_blank"">查看</a>"
北京工业大学,统考,(061)信息学部,(085212)(专业学位)软件工程,(05)大数据与信息服务工程,"<ahref=""/zsml/kskm.jsp?id=1000521061085212051""target=""_blank"">查看</a>"
北京工业大学,单考,(061)信息学部,(085212)(专业学位)软件工程,(01)物联网软件与系统,"<ahref=""/zsml/kskm.jsp?id=1000523061085212011""target=""_blank"">查看</a>"
北京工业大学,单考,(061)信息学部,(085212)(专业学位)软件工程,(02)软件工程技术与网络安全,"<ahref=""/zsml/kskm.jsp?id=1000523061085212021""target=""_blank"">查看</a>"
北京工业大学,单考,(061)信息学部,(085212)(专业学位)软件工程,(03)智能媒体技术与应用,"<ahref=""/zsml/kskm.jsp?id=1000523061085212031""target=""_blank"">查看</a>"
北京工业大学,单考,(061)信息学部,(085212)(专业学位)软件工程,(04)嵌入式软件与系统,"<ahref=""/zsml/kskm.jsp?id=1000523061085212041""target=""_blank"">查看</a>"
北京工业大学,单考,(061)信息学部,(085212)(专业学位)软件工程,(05)大数据与信息服务工程,"<ahref=""/zsml/kskm.jsp?id=1000523061085212051""target=""_blank"">查看</a>"
北京工业大学,统考,(041)北京未来网络科技高精尖创新中心,(085211)(专业学位)计算机技术,(01)未来网络架构与关键技术,"<ahref=""/zsml/kskm.jsp?id=1000521041085211011""target=""_blank"">查看</a>"
北京工业大学,统考,(041)北京未来网络科技高精尖创新中心,(085211)(专业学位)计算机技术,(02)软件定义网络,"<ahref=""/zsml/kskm.jsp?id=1000521041085211021""target=""_blank"">查看</a>"
北京工业大学,统考,(041)北京未来网络科技高精尖创新中心,(085211)(专业学位)计算机技术,(03)网络功能虚拟化,"<ahref=""/zsml/kskm.jsp?id=1000521041085211031""target=""_blank"">查看</a>"
北京工业大学,统考,(041)北京未来网络科技高精尖创新中心,(085211)(专业学位)计算机技术,(04)网络大数据处理及应用,"<ahref=""/zsml/kskm.jsp?id=1000521041085211041""target=""_blank"">查看</a>"
北京工业大学,统考,(061)信息学部,(085211)(专业学位)计算机技术,(01)计算机网络技术,"<ahref=""/zsml/kskm.jsp?id=1000521061085211011""target=""_blank"">查看</a>"
北京工业大学,统考,(061)信息学部,(085211)(专业学位)计算机技术,(02)计算机软件技术,"<ahref=""/zsml/kskm.jsp?id=1000521061085211021""target=""_blank"">查看</a>"
北京工业大学,统考,(061)信息学部,(085211)(专业学位)计算机技术,(03)计算机应用技术,"<ahref=""/zsml/kskm.jsp?id=1000521061085211031""target=""_blank"">查看</a>"
北京工业大学,统考,(061)信息学部,(085211)(专业学位)计算机技术,(04)信息安全技术,"<ahref=""/zsml/kskm.jsp?id=1000521061085211041""target=""_blank"">查看</a>"
北京工业大学,统考,(061)信息学部,(085211)(专业学位)计算机技术,(05)冬奥信息管理系统,"<ahref=""/zsml/kskm.jsp?id=1000521061085211051""target=""_blank"">查看</a>"
北京工业大学,单考,(061)信息学部,(085211)(专业学位)计算机技术,(01)计算机网络技术,"<ahref=""/zsml/kskm.jsp?id=1000523061085211011""target=""_blank"">查看</a>"
北京工业大学,单考,(061)信息学部,(085211)(专业学位)计算机技术,(02)计算机软件技术,"<ahref=""/zsml/kskm.jsp?id=1000523061085211021""target=""_blank"">查看</a>"
北京工业大学,单考,(061)信息学部,(085211)(专业学位)计算机技术,(03)计算机应用技术,"<ahref=""/zsml/kskm.jsp?id=1000523061085211031""target=""_blank"">查看</a>"
北京工业大学,单考,(061)信息学部,(085211)(专业学位)计算机技术,(04)信息安全技术,"<ahref=""/zsml/kskm.jsp?id=1000523061085211041""target=""_blank"">查看</a>"
北京航空航天大学,统考,(021)软件学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1000621021085212001""target=""_blank"">查看</a>"
北京航空航天大学,统考,(006)计算机学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1000621006085211001""target=""_blank"">查看</a>"
北京理工大学,统考,(007)计算机学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1000721007085212001""target=""_blank"">查看</a>"
北京理工大学,统考,(007)计算机学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1000721007085211001""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(01)自然语言处理,"<ahref=""/zsml/kskm.jsp?id=1000821060085211011""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(02)多核并行计算,"<ahref=""/zsml/kskm.jsp?id=1000821060085211021""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(03)网格计算与云计算,"<ahref=""/zsml/kskm.jsp?id=1000821060085211031""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(04)移动数据感知与处理,"<ahref=""/zsml/kskm.jsp?id=1000821060085211041""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(05)嵌入式系统研究,"<ahref=""/zsml/kskm.jsp?id=1000821060085211051""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(06)领域数据工程,"<ahref=""/zsml/kskm.jsp?id=1000821060085211061""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(07)网络安全技术,"<ahref=""/zsml/kskm.jsp?id=1000821060085211071""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(08)软件工程,"<ahref=""/zsml/kskm.jsp?id=1000821060085211081""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(09)数据挖掘,"<ahref=""/zsml/kskm.jsp?id=1000821060085211091""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(10)人工智能技术,"<ahref=""/zsml/kskm.jsp?id=1000821060085211101""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(11)模式识别,"<ahref=""/zsml/kskm.jsp?id=1000821060085211111""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(12)数字图像处理,"<ahref=""/zsml/kskm.jsp?id=1000821060085211121""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(13)智能网络与智能通信,"<ahref=""/zsml/kskm.jsp?id=1000821060085211131""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(14)计算智能与智能信息处理,"<ahref=""/zsml/kskm.jsp?id=1000821060085211141""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(15)商务智能,"<ahref=""/zsml/kskm.jsp?id=1000821060085211151""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(16)智能化数据服务,"<ahref=""/zsml/kskm.jsp?id=1000821060085211161""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(17)科学计算可视化,"<ahref=""/zsml/kskm.jsp?id=1000821060085211171""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(18)分布式仿真,"<ahref=""/zsml/kskm.jsp?id=1000821060085211181""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(19)虚拟现实,"<ahref=""/zsml/kskm.jsp?id=1000821060085211191""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(20)自组网与传感器网络,"<ahref=""/zsml/kskm.jsp?id=1000821060085211201""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(21)物联网与安全,"<ahref=""/zsml/kskm.jsp?id=1000821060085211211""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(22)可信计算,"<ahref=""/zsml/kskm.jsp?id=1000821060085211221""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(23)云计算与云安全,"<ahref=""/zsml/kskm.jsp?id=1000821060085211231""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(24)信息检索,"<ahref=""/zsml/kskm.jsp?id=1000821060085211241""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(25)人工生命,"<ahref=""/zsml/kskm.jsp?id=1000821060085211251""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(26)电子商务,"<ahref=""/zsml/kskm.jsp?id=1000821060085211261""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(27)软件体系结构,"<ahref=""/zsml/kskm.jsp?id=1000821060085211271""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(28)宽带网络协议,"<ahref=""/zsml/kskm.jsp?id=1000821060085211281""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(29)软件测试理论与技术,"<ahref=""/zsml/kskm.jsp?id=1000821060085211291""target=""_blank"">查看</a>"
北京科技大学,统考,(060)计算机与通信工程学院,(085211)(专业学位)计算机技术,(30)企业信息化平台与技术,"<ahref=""/zsml/kskm.jsp?id=1000821060085211301""target=""_blank"">查看</a>"
北京化工大学,统考,(004)信息科学与技术学院,(085211)(专业学位)计算机技术,(02)智能化软件工程,"<ahref=""/zsml/kskm.jsp?id=1001021004085211021""target=""_blank"">查看</a>"
北京化工大学,统考,(004)信息科学与技术学院,(085211)(专业学位)计算机技术,(03)人工智能及应用,"<ahref=""/zsml/kskm.jsp?id=1001021004085211031""target=""_blank"">查看</a>"
北京化工大学,统考,(004)信息科学与技术学院,(085211)(专业学位)计算机技术,(04)生物医学信息工程,"<ahref=""/zsml/kskm.jsp?id=1001021004085211041""target=""_blank"">查看</a>"
北京化工大学,统考,(004)信息科学与技术学院,(085211)(专业学位)计算机技术,(05)大数据科学与智能决策,"<ahref=""/zsml/kskm.jsp?id=1001021004085211051""target=""_blank"">查看</a>"
北京化工大学,统考,(004)信息科学与技术学院,(085211)(专业学位)计算机技术,(06)图像智能信息处理算法研究,"<ahref=""/zsml/kskm.jsp?id=1001021004085211061""target=""_blank"">查看</a>"
北京化工大学,统考,(004)信息科学与技术学院,(085211)(专业学位)计算机技术,(07)信息处理及嵌入式系统,"<ahref=""/zsml/kskm.jsp?id=1001021004085211071""target=""_blank"">查看</a>"
北京邮电大学,统考,(005)软件学院,(085212)(专业学位)软件工程,(01)物联网与智能工程技术,"<ahref=""/zsml/kskm.jsp?id=1001321005085212011""target=""_blank"">查看</a>"
北京邮电大学,统考,(005)软件学院,(085212)(专业学位)软件工程,(02)大数据与信息处理,"<ahref=""/zsml/kskm.jsp?id=1001321005085212021""target=""_blank"">查看</a>"
北京邮电大学,统考,(005)软件学院,(085212)(专业学位)软件工程,(03)智能应用软件开发,"<ahref=""/zsml/kskm.jsp?id=1001321005085212031""target=""_blank"">查看</a>"
北京邮电大学,统考,(005)软件学院,(085212)(专业学位)软件工程,(04)区块链软件/智慧医疗软件/可信软件测试,"<ahref=""/zsml/kskm.jsp?id=1001321005085212041""target=""_blank"">查看</a>"
北京邮电大学,统考,(005)软件学院,(085212)(专业学位)软件工程,(05)移动互联网与大数据分析挖掘,"<ahref=""/zsml/kskm.jsp?id=1001321005085212051""target=""_blank"">查看</a>"
北京邮电大学,统考,(003)计算机学院,(085211)(专业学位)计算机技术,(01)物联网服务计算、网络安全、大数据技术,"<ahref=""/zsml/kskm.jsp?id=1001321003085211011""target=""_blank"">查看</a>"
北京邮电大学,统考,(003)计算机学院,(085211)(专业学位)计算机技术,(02)数据挖掘与大数据技术,"<ahref=""/zsml/kskm.jsp?id=1001321003085211021""target=""_blank"">查看</a>"
北京邮电大学,统考,(003)计算机学院,(085211)(专业学位)计算机技术,(03)新型网络技术及网络空间安全信息处理技术,"<ahref=""/zsml/kskm.jsp?id=1001321003085211031""target=""_blank"">查看</a>"
北京邮电大学,统考,(003)计算机学院,(085211)(专业学位)计算机技术,(04)嵌入式系统与移动互联网应用、网络技术应用,"<ahref=""/zsml/kskm.jsp?id=1001321003085211041""target=""_blank"">查看</a>"
北京邮电大学,统考,(003)计算机学院,(085211)(专业学位)计算机技术,(05)物联网与人工智能,"<ahref=""/zsml/kskm.jsp?id=1001321003085211051""target=""_blank"">查看</a>"
北京邮电大学,统考,(003)计算机学院,(085211)(专业学位)计算机技术,(06)智能信息处理、智能搜索与挖掘、网络软件,"<ahref=""/zsml/kskm.jsp?id=1001321003085211061""target=""_blank"">查看</a>"
北京邮电大学,统考,(003)计算机学院,(085211)(专业学位)计算机技术,(07)物联网技术与安全、智能服务计算与大数据,"<ahref=""/zsml/kskm.jsp?id=1001321003085211071""target=""_blank"">查看</a>"
北京邮电大学,统考,(003)计算机学院,(085211)(专业学位)计算机技术,(08)物联网与多媒体计算,"<ahref=""/zsml/kskm.jsp?id=1001321003085211081""target=""_blank"">查看</a>"
北京邮电大学,统考,(003)计算机学院,(085211)(专业学位)计算机技术,(09)大数据分析、机器学习、未来网络技术,"<ahref=""/zsml/kskm.jsp?id=1001321003085211091""target=""_blank"">查看</a>"
北京邮电大学,统考,(003)计算机学院,(085211)(专业学位)计算机技术,(10)自然语言处理、多模态信息处理、智能安全,"<ahref=""/zsml/kskm.jsp?id=1001321003085211101""target=""_blank"">查看</a>"
北京邮电大学,统考,(003)计算机学院,(085211)(专业学位)计算机技术,(11)人工智能、软件工程,"<ahref=""/zsml/kskm.jsp?id=1001321003085211111""target=""_blank"">查看</a>"
北京邮电大学,统考,(007)网络空间安全学院,(085211)(专业学位)计算机技术,(01)数据挖掘、移动安全、情报安全技术,"<ahref=""/zsml/kskm.jsp?id=1001321007085211011""target=""_blank"">查看</a>"
北京邮电大学,统考,(007)网络空间安全学院,(085211)(专业学位)计算机技术,(02)网络安全、云计算与可信服务、大数据分析,"<ahref=""/zsml/kskm.jsp?id=1001321007085211021""target=""_blank"">查看</a>"
北京邮电大学,统考,(007)网络空间安全学院,(085211)(专业学位)计算机技术,(03)网络安全攻防、大数据安全、移动互联网安全,"<ahref=""/zsml/kskm.jsp?id=1001321007085211031""target=""_blank"">查看</a>"
北京邮电大学,统考,(007)网络空间安全学院,(085211)(专业学位)计算机技术,(04)网络攻防、手机安全、人工智能、物联网安全,"<ahref=""/zsml/kskm.jsp?id=1001321007085211041""target=""_blank"">查看</a>"
北京邮电大学,统考,(007)网络空间安全学院,(085211)(专业学位)计算机技术,(05)密码学、智能安全、复杂网络安全、区块链,"<ahref=""/zsml/kskm.jsp?id=1001321007085211051""target=""_blank"">查看</a>"
北京邮电大学,统考,(007)网络空间安全学院,(085211)(专业学位)计算机技术,(06)智能信息处理,"<ahref=""/zsml/kskm.jsp?id=1001321007085211061""target=""_blank"">查看</a>"
北京邮电大学,统考,(007)网络空间安全学院,(085211)(专业学位)计算机技术,(07)漏洞挖掘与分析、车联网安全、大数据分析,"<ahref=""/zsml/kskm.jsp?id=1001321007085211071""target=""_blank"">查看</a>"
北京邮电大学,统考,(007)网络空间安全学院,(085211)(专业学位)计算机技术,(08)漏洞挖掘、渗透测试、移动安全、机器学习,"<ahref=""/zsml/kskm.jsp?id=1001321007085211081""target=""_blank"">查看</a>"
北京邮电大学,统考,(007)网络空间安全学院,(085211)(专业学位)计算机技术,(09)密码学技术、物联网安全技术、信息安全技术,"<ahref=""/zsml/kskm.jsp?id=1001321007085211091""target=""_blank"">查看</a>"
北京邮电大学,统考,(013)网络技术研究院,(085211)(专业学位)计算机技术,(01)智慧云网络、人工智能与人机交互,"<ahref=""/zsml/kskm.jsp?id=1001321013085211011""target=""_blank"">查看</a>"
北京邮电大学,统考,(013)网络技术研究院,(085211)(专业学位)计算机技术,(02)网络智能管理、能源互联网信息通信,"<ahref=""/zsml/kskm.jsp?id=1001321013085211021""target=""_blank"">查看</a>"
北京邮电大学,统考,(013)网络技术研究院,(085211)(专业学位)计算机技术,(03)物联网与云计算、移动互联网与智能终端,"<ahref=""/zsml/kskm.jsp?id=1001321013085211031""target=""_blank"">查看</a>"
北京邮电大学,统考,(013)网络技术研究院,(085211)(专业学位)计算机技术,(04)移动互联网/云/物联网/机器学习相关安全,"<ahref=""/zsml/kskm.jsp?id=1001321013085211041""target=""_blank"">查看</a>"
北京邮电大学,统考,(013)网络技术研究院,(085211)(专业学位)计算机技术,(05)移动互联网、云计算、大数据与人工智能,"<ahref=""/zsml/kskm.jsp?id=1001321013085211051""target=""_blank"">查看</a>"
北京邮电大学,统考,(013)网络技术研究院,(085211)(专业学位)计算机技术,(06)移动物联网，人工智能，大数据与云计算,"<ahref=""/zsml/kskm.jsp?id=1001321013085211061""target=""_blank"">查看</a>"
北京邮电大学,统考,(013)网络技术研究院,(085211)(专业学位)计算机技术,(07)网络大数据与协同智慧计算,"<ahref=""/zsml/kskm.jsp?id=1001321013085211071""target=""_blank"">查看</a>"
北京邮电大学,统考,(013)网络技术研究院,(085211)(专业学位)计算机技术,(08)下一代互联网及大数据分析,"<ahref=""/zsml/kskm.jsp?id=1001321013085211081""target=""_blank"">查看</a>"
北京邮电大学,统考,(013)网络技术研究院,(085211)(专业学位)计算机技术,(09)分布式系统,"<ahref=""/zsml/kskm.jsp?id=1001321013085211091""target=""_blank"">查看</a>"
北京邮电大学,统考,(013)网络技术研究院,(085211)(专业学位)计算机技术,(10)网络与信息安全,"<ahref=""/zsml/kskm.jsp?id=1001321013085211101""target=""_blank"">查看</a>"
中国农业大学,统考,(308)信息与电气工程学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1001921308085211001""target=""_blank"">查看</a>"
北京林业大学,统考,(004)信息学院,(085212)(专业学位)软件工程,(00)不分方向,"<ahref=""/zsml/kskm.jsp?id=1002221004085212001""target=""_blank"">查看</a>"
北京林业大学,统考,(004)信息学院,(085211)(专业学位)计算机技术,(00)不分方向,"<ahref=""/zsml/kskm.jsp?id=1002221004085211001""target=""_blank"">查看</a>"
中国传媒大学,统考,(030)动画与数字艺术学院,(085211)(专业学位)计算机技术,(05)游戏制作,"<ahref=""/zsml/kskm.jsp?id=1003321030085211051""target=""_blank"">查看</a>"
中国传媒大学,统考,(035)计算机与网络空间安全学院,(085211)(专业学位)计算机技术,(01)网络多媒体技术,"<ahref=""/zsml/kskm.jsp?id=1003321035085211011""target=""_blank"">查看</a>"
中国传媒大学,统考,(035)计算机与网络空间安全学院,(085211)(专业学位)计算机技术,(02)传媒信息安全,"<ahref=""/zsml/kskm.jsp?id=1003321035085211021""target=""_blank"">查看</a>"
中国传媒大学,统考,(035)计算机与网络空间安全学院,(085211)(专业学位)计算机技术,(03)数字娱乐与动画技术,"<ahref=""/zsml/kskm.jsp?id=1003321035085211031""target=""_blank"">查看</a>"
中国传媒大学,统考,(035)计算机与网络空间安全学院,(085211)(专业学位)计算机技术,(04)大数据技术与应用,"<ahref=""/zsml/kskm.jsp?id=1003321035085211041""target=""_blank"">查看</a>"
中央财经大学,统考,(006)信息学院,(085212)(专业学位)软件工程,(01)金融科技,"<ahref=""/zsml/kskm.jsp?id=1003421006085212011""target=""_blank"">查看</a>"
中央财经大学,统考,(006)信息学院,(085212)(专业学位)软件工程,(02)智能财务,"<ahref=""/zsml/kskm.jsp?id=1003421006085212021""target=""_blank"">查看</a>"
华北电力大学,统考,(004)控制与计算机工程学院,(085212)(专业学位)软件工程,(01)软件工程方法与技术,"<ahref=""/zsml/kskm.jsp?id=1005421004085212011""target=""_blank"">查看</a>"
华北电力大学,统考,(004)控制与计算机工程学院,(085212)(专业学位)软件工程,(02)数字媒体技术,"<ahref=""/zsml/kskm.jsp?id=1005421004085212021""target=""_blank"">查看</a>"
华北电力大学,统考,(004)控制与计算机工程学院,(085212)(专业学位)软件工程,(03)信息安全,"<ahref=""/zsml/kskm.jsp?id=1005421004085212031""target=""_blank"">查看</a>"
华北电力大学,统考,(004)控制与计算机工程学院,(085212)(专业学位)软件工程,(04)大数据技术及应用,"<ahref=""/zsml/kskm.jsp?id=1005421004085212041""target=""_blank"">查看</a>"
华北电力大学,统考,(004)控制与计算机工程学院,(085212)(专业学位)软件工程,(05)互联网与移动互联网软件技术,"<ahref=""/zsml/kskm.jsp?id=1005421004085212051""target=""_blank"">查看</a>"
华北电力大学,统考,(004)控制与计算机工程学院,(085212)(专业学位)软件工程,(06)嵌入式系统及应用,"<ahref=""/zsml/kskm.jsp?id=1005421004085212061""target=""_blank"">查看</a>"
华北电力大学,统考,(004)控制与计算机工程学院,(085211)(专业学位)计算机技术,(01)智能电网与电力信息化,"<ahref=""/zsml/kskm.jsp?id=1005421004085211011""target=""_blank"">查看</a>"
华北电力大学,统考,(004)控制与计算机工程学院,(085211)(专业学位)计算机技术,(02)数据库与信息系统,"<ahref=""/zsml/kskm.jsp?id=1005421004085211021""target=""_blank"">查看</a>"
华北电力大学,统考,(004)控制与计算机工程学院,(085211)(专业学位)计算机技术,(03)网络及信息安全技术,"<ahref=""/zsml/kskm.jsp?id=1005421004085211031""target=""_blank"">查看</a>"
华北电力大学,统考,(004)控制与计算机工程学院,(085211)(专业学位)计算机技术,(04)大数据技术及应用,"<ahref=""/zsml/kskm.jsp?id=1005421004085211041""target=""_blank"">查看</a>"
华北电力大学,统考,(004)控制与计算机工程学院,(085211)(专业学位)计算机技术,(05)物联网技术及应用,"<ahref=""/zsml/kskm.jsp?id=1005421004085211051""target=""_blank"">查看</a>"
