大学,考试方式,学院,专业,研究方向,政治,英语,数学,计算机,网址
北京大学,统考,(048)信息科学技术学院,(081202)计算机软件与理论,(01)软件工程与系统软件,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081202011
北京大学,统考,(048)信息科学技术学院,(081202)计算机软件与理论,(02)智能化软件与需求工程,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081202021
北京大学,统考,(048)信息科学技术学院,(081202)计算机软件与理论,(03)云计算与普适计算,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081202031
北京大学,统考,(048)信息科学技术学院,(081202)计算机软件与理论,(04)编程语言与程序分析,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081202041
北京大学,统考,(048)信息科学技术学院,(081202)计算机软件与理论,(05)数据库与数据挖掘,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081202051
北京大学,统考,(048)信息科学技术学院,(081202)计算机软件与理论,(06)大数据理论与应用,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081202061
北京大学,统考,(048)信息科学技术学院,(081202)计算机软件与理论,(07)人工智能与机器学习,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081202071
北京大学,统考,(048)信息科学技术学院,(081202)计算机软件与理论,(08)自然语言处理,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081202081
北京大学,统考,(048)信息科学技术学院,(081202)计算机软件与理论,(09)文本知识挖掘与语言工程,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081202091
北京大学,统考,(048)信息科学技术学院,(081202)计算机软件与理论,(10)网络信息处理与信息安全,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081202101
北京大学,统考,(048)信息科学技术学院,(081202)计算机软件与理论,(11)计算机图形学与人机交互,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081202111
北京大学,统考,(048)信息科学技术学院,(081202)计算机软件与理论,(12)生物信息学与生物计算,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081202121
北京大学,统考,(048)信息科学技术学院,(081202)计算机软件与理论,(13)软件理论与计算复杂性理论,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081202131
北京大学,统考,(048)信息科学技术学院,(081202)计算机软件与理论,(14)算法博弈论和计算经济学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081202141
北京大学,统考,(048)信息科学技术学院,(081201)计算机系统结构,(01)微处理器结构及设计,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081201011
北京大学,统考,(048)信息科学技术学院,(081201)计算机系统结构,(02)系统芯片（SoC）设计方法学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081201021
北京大学,统考,(048)信息科学技术学院,(081201)计算机系统结构,(03)软硬件协同设计,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081201031
北京大学,统考,(048)信息科学技术学院,(081201)计算机系统结构,(04)计算机网络与分布式系统,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081201041
北京大学,统考,(048)信息科学技术学院,(081201)计算机系统结构,(05)搜索引擎与网络信息挖掘,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081201051
北京大学,统考,(048)信息科学技术学院,(081201)计算机系统结构,(06)面向新硬件新应用的系统软件,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081201061
北京大学,统考,(048)信息科学技术学院,(081201)计算机系统结构,(07)云计算与大数据,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081201071
北京大学,统考,(048)信息科学技术学院,(081201)计算机系统结构,(08)云端智能计算系统,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081201081
北京大学,统考,(048)信息科学技术学院,(081201)计算机系统结构,(09)边缘智能计算系统,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081201091
北京大学,统考,(048)信息科学技术学院,(081201)计算机系统结构,(10)无线智能与安全,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081201101
北京大学,统考,(048)信息科学技术学院,(081201)计算机系统结构,(11)智能机器人系统,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081201111
北京大学,统考,(047)深圳研究生院,(081203)计算机应用技术,(00)不区分研究方向,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121047081203001
北京大学,统考,(048)信息科学技术学院,(081203)计算机应用技术,(01)人工智能与媒体计算,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081203011
北京大学,统考,(048)信息科学技术学院,(081203)计算机应用技术,(02)计算机视觉与数字视觉艺术,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081203021
北京大学,统考,(048)信息科学技术学院,(081203)计算机应用技术,(03)多媒体信息处理与网络,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081203031
北京大学,统考,(048)信息科学技术学院,(081203)计算机应用技术,(04)视觉大数据与类脑计算,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081203041
北京大学,统考,(048)信息科学技术学院,(081203)计算机应用技术,(05)多媒体处理器设计,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081203051
北京大学,统考,(048)信息科学技术学院,(081203)计算机应用技术,(06)视音频信息处理与网络,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081203061
北京大学,统考,(048)信息科学技术学院,(081203)计算机应用技术,(07)语言计算与大数据分析,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081203071
北京大学,统考,(048)信息科学技术学院,(081203)计算机应用技术,(08)计算机图形学与虚拟现实技术,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081203081
北京大学,统考,(048)信息科学技术学院,(081203)计算机应用技术,(09)网络信息安全与保障,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081203091
北京大学,统考,(048)信息科学技术学院,(081203)计算机应用技术,(10)多媒体智能计算与机器学习,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081203101
北京大学,统考,(048)信息科学技术学院,(081203)计算机应用技术,(11)数据库技术及应用,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081203111
北京大学,统考,(048)信息科学技术学院,(081203)计算机应用技术,(12)计算机网络及应用,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081203121
北京大学,统考,(048)信息科学技术学院,(081203)计算机应用技术,(13)计算机图形学与数据可视化,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000121048081203131
北京大学,统考,(084)前沿交叉学科研究院,(0812J3)数据科学,(01)计算机科学与技术,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210840812J3011
北京大学,统考,(048)信息科学技术学院,(0812Z1)智能科学与技术,(01)数据挖掘与知识发现,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210480812Z1011
北京大学,统考,(048)信息科学技术学院,(0812Z1)智能科学与技术,(02)数字图书馆与多媒体技术,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210480812Z1021
北京大学,统考,(048)信息科学技术学院,(0812Z1)智能科学与技术,(03)计算智能与机器学习,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210480812Z1031
北京大学,统考,(048)信息科学技术学院,(0812Z1)智能科学与技术,(04)计算机视觉与图像处理,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210480812Z1041
北京大学,统考,(048)信息科学技术学院,(0812Z1)智能科学与技术,(05)机器学习与模式识别,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210480812Z1051
北京大学,统考,(048)信息科学技术学院,(0812Z1)智能科学与技术,(06)计算机图形学，虚拟现实与人机交互,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210480812Z1061
北京大学,统考,(048)信息科学技术学院,(0812Z1)智能科学与技术,(07)可视化与可视分析,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210480812Z1071
北京大学,统考,(048)信息科学技术学院,(0812Z1)智能科学与技术,(08)听感知机理与计算模型,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210480812Z1081
北京大学,统考,(048)信息科学技术学院,(0812Z1)智能科学与技术,(09)语音语言信息处理,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210480812Z1091
北京大学,统考,(048)信息科学技术学院,(0812Z1)智能科学与技术,(10)环境感知与智能机器人,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210480812Z1101
北京大学,统考,(048)信息科学技术学院,(0812Z1)智能科学与技术,(11)智能交通系统(ITS)与复杂网络建模,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210480812Z1111
北京大学,统考,(048)信息科学技术学院,(0812Z1)智能科学与技术,(12)机器感知与智能,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210480812Z1121
北京大学,统考,(048)信息科学技术学院,(0812Z1)智能科学与技术,(13)机器人,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210480812Z1131
北京大学,统考,(048)信息科学技术学院,(0812Z1)智能科学与技术,(14)人工智能产业创新,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210480812Z1141
北京大学,统考,(084)前沿交叉学科研究院,(0835J3)数据科学,(01)软件工程,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10001210840835J3011
中国人民大学,统考,(160)信息学院,(0812Z2)大数据科学与工程,(00)不区分研究方向,(101)思想政治理论,(201)英语一,(301)数学一,(855)计算机专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10002211600812Z2001
中国人民大学,统考,(160)信息学院,(081202)计算机软件与理论,(00)不区分研究方向,(101)思想政治理论,(201)英语一,(301)数学一,(855)计算机专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000221160081202001
中国人民大学,统考,(160)信息学院,(081201)计算机系统结构,(00)不区分研究方向,(101)思想政治理论,(201)英语一,(301)数学一,(855)计算机专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000221160081201001
中国人民大学,统考,(160)信息学院,(081203)计算机应用技术,(00)不区分研究方向,(101)思想政治理论,(201)英语一,(301)数学一,(855)计算机专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000221160081203001
中国人民大学,统考,(160)信息学院,(0812Z1)信息安全,(00)不区分研究方向,(101)思想政治理论,(201)英语一,(301)数学一,(855)计算机专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10002211600812Z1001
清华大学,统考,(024)计算机科学与技术系,(081200)计算机科学与技术,(01)计算机系统结构,(101)思想政治理论,(201)英语一,(301)数学一,(912)计算机专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000321024081200011
清华大学,统考,(024)计算机科学与技术系,(081200)计算机科学与技术,(02)计算机软件与理论,(101)思想政治理论,(201)英语一,(301)数学一,(912)计算机专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000321024081200021
清华大学,统考,(024)计算机科学与技术系,(081200)计算机科学与技术,(03)计算机应用技术,(101)思想政治理论,(201)英语一,(301)数学一,(912)计算机专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000321024081200031
清华大学,统考,(291)深圳研究生院,(0812J3)数据科学和信息技术,(01)互联网＋创新设计,(101)思想政治理论,(201)英语一,(301)数学一,(896)管理学专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10003212910812J3011
清华大学,统考,(600)清华-伯克利深圳学院,(0812J3)数据科学和信息技术,(01)数据科学交叉学科,(101)思想政治理论,(201)英语一,(301)数学一,(937)数据科学基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10003216000812J3011
清华大学,统考,(601)清华大学全球创新学院,(0812J3)数据科学和信息技术,(01)智慧互联,(101)思想政治理论,(201)英语一,(301)数学一,(912)计算机专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10003216010812J3011
清华大学,统考,(024)计算机科学与技术系,(083500)软件工程,(01)软件工程,(101)思想政治理论,(201)英语一,(301)数学一,(912)计算机专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000321024083500011
清华大学,统考,(410)软件学院,(083500)软件工程,(01)软件工程,(101)思想政治理论,(201)英语一,(301)数学一,(914)软件工程基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000321410083500011
清华大学,统考,(412)网络科学与网络空间研究院,(083900)网络空间安全,(01)网络空间安全,(101)思想政治理论,(201)英语一,(301)数学一,(912)计算机专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000321412083900011
北京交通大学,统考,(002)计算机与信息技术学院,(081200)计算机科学与技术,(01)机器学习与认知计算,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421002081200011
北京交通大学,统考,(002)计算机与信息技术学院,(081200)计算机科学与技术,(02)数据与知识工程,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421002081200021
北京交通大学,统考,(002)计算机与信息技术学院,(081200)计算机科学与技术,(03)高性能计算,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421002081200031
北京交通大学,统考,(002)计算机与信息技术学院,(081200)计算机科学与技术,(04)移动与互联网络,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421002081200041
北京交通大学,统考,(002)计算机与信息技术学院,(081200)计算机科学与技术,(05)轨道交通信息技术,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421002081200051
北京交通大学,统考,(002)计算机与信息技术学院,(081200)计算机科学与技术,(06)计算机安全,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421002081200061
北京交通大学,统考,(002)计算机与信息技术学院,(081200)计算机科学与技术,(07)医学信息处理,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421002081200071
北京交通大学,统考,(002)计算机与信息技术学院,(081200)计算机科学与技术,(08)人工智能及应用,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421002081200081
北京交通大学,统考,(002)计算机与信息技术学院,(083500)软件工程,(01)轨道交通软件工程,(101)思想政治理论,(201)英语一,(301)数学一,(925)数据结构,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421002083500011
北京交通大学,统考,(002)计算机与信息技术学院,(083500)软件工程,(02)软件服务技术,(101)思想政治理论,(201)英语一,(301)数学一,(925)数据结构,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421002083500021
北京交通大学,统考,(010)软件学院,(083500)软件工程,(01)软件工程理论与技术,(101)思想政治理论,(201)英语一,(301)数学一,(901)软件工程,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421010083500011
北京交通大学,统考,(010)软件学院,(083500)软件工程,(02)软件工程应用,(101)思想政治理论,(201)英语一,(301)数学一,(901)软件工程,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421010083500021
北京交通大学,统考,(010)软件学院,(083500)软件工程,(03)软件服务工程,(101)思想政治理论,(201)英语一,(301)数学一,(901)软件工程,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421010083500031
北京交通大学,统考,(002)计算机与信息技术学院,(083900)网络空间安全,(01)系统安全,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421002083900011
北京交通大学,统考,(002)计算机与信息技术学院,(083900)网络空间安全,(02)网络安全,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421002083900021
北京交通大学,统考,(002)计算机与信息技术学院,(083900)网络空间安全,(03)信息内容安全,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421002083900031
北京交通大学,统考,(002)计算机与信息技术学院,(083900)网络空间安全,(04)应用安全,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000421002083900041
北京工业大学,统考,(041)北京未来网络科技高精尖创新中心,(081200)计算机科学与技术,(01)未来网络架构与关键技术,(101)思想政治理论,(201)英语一,(301)数学一,(897)计算机网络,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521041081200011
北京工业大学,统考,(041)北京未来网络科技高精尖创新中心,(081200)计算机科学与技术,(02)软件定义网络,(101)思想政治理论,(201)英语一,(301)数学一,(897)计算机网络,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521041081200021
北京工业大学,统考,(041)北京未来网络科技高精尖创新中心,(081200)计算机科学与技术,(03)网络功能虚拟化,(101)思想政治理论,(201)英语一,(301)数学一,(897)计算机网络,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521041081200031
北京工业大学,统考,(041)北京未来网络科技高精尖创新中心,(081200)计算机科学与技术,(04)网络大数据处理及应用,(101)思想政治理论,(201)英语一,(301)数学一,(897)计算机网络,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521041081200041
北京工业大学,统考,(061)信息学部,(081200)计算机科学与技术,(01)计算机系统结构,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521061081200011
北京工业大学,统考,(061)信息学部,(081200)计算机科学与技术,(02)计算机软件与理论,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521061081200021
北京工业大学,统考,(061)信息学部,(081200)计算机科学与技术,(03)计算机应用技术,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521061081200031
北京工业大学,统考,(061)信息学部,(081200)计算机科学与技术,(04)信息安全,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521061081200041
北京工业大学,统考,(061)信息学部,(083500)软件工程,(01)软件工程理论、技术与应用,(101)思想政治理论,(201)英语一,(301)数学一,(893)软件工程学科专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521061083500011
北京工业大学,统考,(061)信息学部,(083500)软件工程,(02)物联网与嵌入式智能计算,(101)思想政治理论,(201)英语一,(301)数学一,(893)软件工程学科专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521061083500021
北京工业大学,统考,(061)信息学部,(083500)软件工程,(03)大数据与信息服务,(101)思想政治理论,(201)英语一,(301)数学一,(893)软件工程学科专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521061083500031
北京工业大学,统考,(061)信息学部,(083500)软件工程,(04)网络与信息安全,(101)思想政治理论,(201)英语一,(301)数学一,(893)软件工程学科专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521061083500041
北京工业大学,统考,(061)信息学部,(083500)软件工程,(05)智能媒体技术,(101)思想政治理论,(201)英语一,(301)数学一,(893)软件工程学科专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521061083500051
北京工业大学,统考,(061)信息学部,(083900)网络空间安全,(01)密码学,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521061083900011
北京工业大学,统考,(061)信息学部,(083900)网络空间安全,(02)系统安全,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521061083900021
北京工业大学,统考,(061)信息学部,(083900)网络空间安全,(03)网络安全,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521061083900031
北京工业大学,统考,(061)信息学部,(083900)网络空间安全,(04)信息内容安全,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000521061083900041
北京航空航天大学,统考,(006)计算机学院,(081200)计算机科学与技术,(01)计算机系统结构,(101)思想政治理论,(201)英语一,(301)数学一,(961)计算机基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000621006081200011
北京航空航天大学,统考,(006)计算机学院,(081200)计算机科学与技术,(02)计算机软件与理论,(101)思想政治理论,(201)英语一,(301)数学一,(961)计算机基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000621006081200021
北京航空航天大学,统考,(006)计算机学院,(081200)计算机科学与技术,(03)计算机应用技术,(101)思想政治理论,(201)英语一,(301)数学一,(961)计算机基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000621006081200031
北京航空航天大学,统考,(006)计算机学院,(083500)软件工程,(00)不区分研究方向,(101)思想政治理论,(201)英语一,(301)数学一,(961)计算机基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000621006083500001
北京航空航天大学,统考,(021)软件学院,(083500)软件工程,(00)不区分研究方向,(101)思想政治理论,(201)英语一,(301)数学一,(991)数据结构与C语言程序设计,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000621021083500001
北京航空航天大学,统考,(006)计算机学院,(083900)网络空间安全,(00)不区分研究方向,(101)思想政治理论,(201)英语一,(301)数学一,(961)计算机基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000621006083900001
北京航空航天大学,统考,(040)网络空间安全学院,(083900)网络空间安全,(00)不区分研究方向,(101)思想政治理论,(201)英语一,(301)数学一,(840)网络空间安全专业综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000621040083900001
北京理工大学,统考,(007)计算机学院,(081200)计算机科学与技术,(01)软件智能与大数据,(101)思想政治理论,(201)英语一,(301)数学一,(813)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000721007081200011
北京理工大学,统考,(007)计算机学院,(081200)计算机科学与技术,(02)媒体计算与机器智能,(101)思想政治理论,(201)英语一,(301)数学一,(813)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000721007081200021
北京理工大学,统考,(007)计算机学院,(081200)计算机科学与技术,(03)语言智能与社会计算,(101)思想政治理论,(201)英语一,(301)数学一,(813)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000721007081200031
北京理工大学,统考,(007)计算机学院,(081200)计算机科学与技术,(04)计算机系统与网络,(101)思想政治理论,(201)英语一,(301)数学一,(813)计算机专业基础,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000721007081200041
北京理工大学,统考,(007)计算机学院,(0835J1)数字表演,(01)数字表演艺术基础,(101)思想政治理论,(201)英语一,(302)数学二,(885)软件工程专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10007210070835J1011
北京理工大学,统考,(007)计算机学院,(0835J1)数字表演,(02)表演建模与仿真,(101)思想政治理论,(201)英语一,(302)数学二,(885)软件工程专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10007210070835J1021
北京理工大学,统考,(007)计算机学院,(0835J1)数字表演,(03)虚拟表演理论与技术,(101)思想政治理论,(201)英语一,(302)数学二,(885)软件工程专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=10007210070835J1031
北京理工大学,统考,(005)信息与电子学院,(083900)网络空间安全,(02)网络情报分析与决策,(101)思想政治理论,(201)英语一,(301)数学一,(816)网络空间安全专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000721005083900021
北京理工大学,统考,(007)计算机学院,(083900)网络空间安全,(01)网络攻防对抗技术,(101)思想政治理论,(201)英语一,(301)数学一,(816)网络空间安全专业基础综合,https://yz.chsi.com.cn/zsml/kskm.jsp?id=1000721007083900011
